TESTCASE,Age,Term,Vehicle_Type,Milage,Total_Cash_Price,LOAN_PROGRAM_ID
CA_SSN_LTV3_50.01-60_Luxury&Mileage_A_700LTB,2019,60,Used,100001,19031,Indirect_AutoIndirect_001_000_Core_008_039
CA_SSN_LTV3_50.01-60_Luxury&Mileage_C_700STB,2019,66,Used,100001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_Luxury&Mileage_D_700,2017,72,Used,100001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_None,2025,48,Used,125205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_<600,2024,54,Used,101900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_PaidAuto,2024,60,Used,110909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_PaidAuto_600,2024,66,Used,100001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_600,2025,72,Used,100411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_AB_700LTB_PaidAuto,2021,48,Used,117538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_B_700_PaidAuto,2021,54,Used,100001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_A_700LTB,2019,60,Used,100001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_C_700STB,2019,66,Used,100001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_Luxury&Mileage_D_700,2017,72,Used,100001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_None,2025,48,Used,125205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_<600,2024,54,Used,101900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_PaidAuto,2024,60,Used,110909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_PaidAuto_600,2024,66,Used,100001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_600,2025,72,Used,100411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_AB_700LTB_PaidAuto,2021,48,Used,117538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_B_700_PaidAuto,2021,54,Used,100001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_A_700LTB,2019,60,Used,100001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_C_700STB,2019,66,Used,100001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_Luxury&Mileage_D_700,2017,72,Used,100001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_None,2025,48,Used,125205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_<600,2024,54,Used,101900,37000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_PaidAuto,2024,60,Used,110909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_PaidAuto_600,2024,66,Used,100001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_600,2025,72,Used,100411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_AB_700LTB_PaidAuto,2021,48,Used,117538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_B_700_PaidAuto,2021,54,Used,100001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_A_700LTB,2019,60,Used,100001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_C_700STB,2019,66,Used,100001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_Luxury&Mileage_D_700,2017,72,Used,100001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_None,2025,48,Used,125205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_<600,2024,54,Used,101900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_PaidAuto,2024,60,Used,101900,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_PaidAuto_600,2024,66,Used,101900,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_600,2025,72,Used,101900,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_AB_700LTB_PaidAuto,2021,48,Used,101900,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_B_700_PaidAuto,2021,54,Used,101900,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_A_700LTB,2019,60,Used,101900,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_C_700STB,2019,66,Used,101900,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_SedanMileage_D_700,2017,72,,101900,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_None,2025,48,,101900,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_<600,2024,54,,101900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_PaidAuto,2024,60,,101900,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_PaidAuto_600,2024,66,,101900,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_600,2025,72,,101900,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_AB_700LTB_PaidAuto,2021,48,,101900,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_B_700_PaidAuto,2021,54,,101900,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_A_700LTB,2019,60,,101900,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_C_700STB,2019,66,,101900,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_SedanMileage_D_700,2017,72,,101900,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_None,2025,48,,101900,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_<600,2024,54,,101900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_PaidAuto,2024,60,,101900,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_PaidAuto_600,2024,66,,101900,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_600,2025,72,,101900,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_AB_700LTB_PaidAuto,2021,48,,101900,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_B_700_PaidAuto,2021,54,,101900,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_A_700LTB,2019,60,,101900,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_C_700STB,2019,66,,101900,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_SedanMileage_D_700,2017,72,,101900,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_None,2025,48,,101900,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_<600,2024,54,,101900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_PaidAuto,2024,60,,101900,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_PaidAuto_600,2024,66,,101900,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_600,2025,72,,101900,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_AB_700LTB_PaidAuto,2021,48,,101900,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_B_700_PaidAuto,2021,54,,101900,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_A_700LTB,2019,60,,101900,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_C_700STB,2019,66,,101900,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_SedanMileage_D_700,2017,72,,101900,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_None,2025,48,,101900,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_<600,2024,54,,101900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_PaidAuto,2024,60,,101900,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_PaidAuto_600,2024,66,,101900,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_600,2025,72,,101900,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_AB_700LTB_PaidAuto,2021,48,,101900,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_B_700_PaidAuto,2021,54,,101900,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_A_700LTB,2019,60,,101900,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_C_700STB,2019,66,,101900,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_SedanMileage_D_700,2017,72,,101900,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_None,2025,48,,101900,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_<600,2024,54,,101900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_PaidAuto,2024,60,,101900,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_PaidAuto_600,2024,66,,101900,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_600,2025,72,,101900,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_AB_700LTB_PaidAuto,2021,48,,101900,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_B_700_PaidAuto,2021,54,,101900,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_A_700LTB,2019,60,,101900,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_C_700STB,2019,66,,101900,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_SedanMileage_D_700,2017,72,,101900,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_None,2025,48,,101900,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_<600,2024,54,,101900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_PaidAuto,2024,60,,101900,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_PaidAuto_600,2024,66,,101900,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_600,2025,72,,101900,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_AB_700LTB_PaidAuto,2021,48,,101900,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_B_700_PaidAuto,2021,54,,101900,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_A_700LTB,2019,60,,101900,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_C_700STB,2019,66,,101900,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_SedanMileage_D_700,2017,72,,101900,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_None,2025,48,,101900,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_<600,2024,54,,101900,37000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_PaidAuto,2024,60,,101900,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_PaidAuto_600,2024,66,,101900,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_600,2025,72,,101900,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_AB_700LTB_PaidAuto,2021,48,,101900,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_B_700_PaidAuto,2021,54,,101900,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_A_700LTB,2019,60,,101900,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_C_700STB,2019,66,,101900,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_SedanMileage_D_700,2017,72,,101900,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_None,2025,48,,155205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_<600,2024,54,,151900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_PaidAuto,2024,60,,150909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_PaidAuto_600,2024,66,,150001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_600,2025,72,,150411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_AB_700LTB_PaidAuto,2021,48,,157538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_B_700_PaidAuto,2021,54,,150001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_A_700LTB,2019,60,,150001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_C_700STB,2019,66,,150001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_0-20_TruckMileage_D_700,2017,72,,150001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_None,2025,48,,155205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_<600,2024,54,,151900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_PaidAuto,2024,60,,150909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_PaidAuto_600,2024,66,,150001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_600,2025,72,,150411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_AB_700LTB_PaidAuto,2021,48,,157538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_B_700_PaidAuto,2021,54,,150001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_A_700LTB,2019,60,,150001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_C_700STB,2019,66,,150001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_20.01-30_TruckMileage_D_700,2017,72,,150001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_None,2025,48,,155205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_<600,2024,54,,151900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_PaidAuto,2024,60,,150909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_PaidAuto_600,2024,66,,150001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_600,2025,72,,150411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_AB_700LTB_PaidAuto,2021,48,,157538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_B_700_PaidAuto,2021,54,,150001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_A_700LTB,2019,60,,150001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_C_700STB,2019,66,,150001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_30.01-40_TruckMileage_D_700,2017,72,,150001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_None,2025,48,,155205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_<600,2024,54,,151900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_PaidAuto,2024,60,,150909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_PaidAuto_600,2024,66,,150001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_600,2025,72,,150411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_AB_700LTB_PaidAuto,2021,48,,157538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_B_700_PaidAuto,2021,54,,150001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_A_700LTB,2019,60,,150001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_C_700STB,2019,66,,150001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_40.01-50_TruckMileage_D_700,2017,72,,150001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_None,2025,48,,155205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_<600,2024,54,,151900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_PaidAuto,2024,60,,150909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_PaidAuto_600,2024,66,,150001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_600,2025,72,,150411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_AB_700LTB_PaidAuto,2021,48,,157538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_B_700_PaidAuto,2021,54,,150001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_A_700LTB,2019,60,,150001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_C_700STB,2019,66,,150001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_50.01-60_TruckMileage_D_700,2017,72,,150001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_None,2025,48,,155205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_<600,2024,54,,151900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_PaidAuto,2024,60,,150909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_PaidAuto_600,2024,66,,150001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_600,2025,72,,150411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_AB_700LTB_PaidAuto,2021,48,,157538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_B_700_PaidAuto,2021,54,,150001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_A_700LTB,2019,60,,150001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_C_700STB,2019,66,,150001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_60.01-70_TruckMileage_D_700,2017,72,,150001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_None,2025,48,,155205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_<600,2024,54,,151900,42000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_PaidAuto,2024,60,,150909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_PaidAuto_600,2024,66,,150001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_600,2025,72,,150411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_AB_700LTB_PaidAuto,2021,48,,157538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_B_700_PaidAuto,2021,54,,150001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_A_700LTB,2019,60,,150001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_C_700STB,2019,66,,150001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_70.01-80_TruckMileage_D_700,2017,72,,150001,36541,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_None,2025,48,,155205,35295,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_<600,2024,54,,151900,37000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_PaidAuto,2024,60,,150909,29000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_PaidAuto_600,2024,66,,150001,31254,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_600,2025,72,,150411,45122,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_AB_700LTB_PaidAuto,2021,48,,157538,31256,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_B_700_PaidAuto,2021,54,,150001,30102,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_A_700LTB,2019,60,,150001,19031,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_C_700STB,2019,66,,150001,43000,Indirect_AutoIndirect_001_000_Core_008_040
CA_SSN_LTV3_>80.01_TruckMileage_D_700,2017,72,,150001,36541,Indirect_AutoIndirect_001_000_Core_008_040
